mixture_ID,mixture_path,source_1_path,noise_path,length
1183-133256-0018_5339-14134-0042_1578-6379-0046,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1183-133256-0018_5339-14134-0042_1578-6379-0046.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1183-133256-0018_5339-14134-0042_1578-6379-0046.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1183-133256-0018_5339-14134-0042_1578-6379-0046.wav,44000
3235-28433-0046_1363-135842-0012_7367-86737-0070,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/3235-28433-0046_1363-135842-0012_7367-86737-0070.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/3235-28433-0046_1363-135842-0012_7367-86737-0070.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/3235-28433-0046_1363-135842-0012_7367-86737-0070.wav,28320
6064-56165-0016_8770-295463-0003_8838-298545-0033,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6064-56165-0016_8770-295463-0003_8838-298545-0033.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6064-56165-0016_8770-295463-0003_8838-298545-0033.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6064-56165-0016_8770-295463-0003_8838-298545-0033.wav,81920
839-130898-0002_248-130644-0016_4898-28461-0063,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/839-130898-0002_248-130644-0016_4898-28461-0063.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/839-130898-0002_248-130644-0016_4898-28461-0063.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/839-130898-0002_248-130644-0016_4898-28461-0063.wav,109120
1116-137572-0044_5463-39173-0048_103-1240-0013,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1116-137572-0044_5463-39173-0048_103-1240-0013.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1116-137572-0044_5463-39173-0048_103-1240-0013.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1116-137572-0044_5463-39173-0048_103-1240-0013.wav,109400
7078-271888-0095_3982-182255-0040_7302-86815-0027,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/7078-271888-0095_3982-182255-0040_7302-86815-0027.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/7078-271888-0095_3982-182255-0040_7302-86815-0027.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/7078-271888-0095_3982-182255-0040_7302-86815-0027.wav,115480
7278-104730-0029_1447-130551-0034_4788-91208-0007,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/7278-104730-0029_1447-130551-0034_4788-91208-0007.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/7278-104730-0029_1447-130551-0034_4788-91208-0007.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/7278-104730-0029_1447-130551-0034_4788-91208-0007.wav,63840
3983-5331-0031_4018-103416-0025_4137-11701-0008,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/3983-5331-0031_4018-103416-0025_4137-11701-0008.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/3983-5331-0031_4018-103416-0025_4137-11701-0008.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/3983-5331-0031_4018-103416-0025_4137-11701-0008.wav,119680
201-122255-0036_8226-274371-0029_3436-172171-0043,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/201-122255-0036_8226-274371-0029_3436-172171-0043.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/201-122255-0036_8226-274371-0029_3436-172171-0043.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/201-122255-0036_8226-274371-0029_3436-172171-0043.wav,69480
2391-145015-0092_1578-6379-0021_3242-67153-0007,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/2391-145015-0092_1578-6379-0021_3242-67153-0007.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/2391-145015-0092_1578-6379-0021_3242-67153-0007.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/2391-145015-0092_1578-6379-0021_3242-67153-0007.wav,112480
6081-41997-0038_5339-14133-0055_1334-135589-0007,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6081-41997-0038_5339-14133-0055_1334-135589-0007.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6081-41997-0038_5339-14133-0055_1334-135589-0007.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6081-41997-0038_5339-14133-0055_1334-135589-0007.wav,76440
6925-80680-0039_445-123860-0022_3440-171006-0016,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6925-80680-0039_445-123860-0022_3440-171006-0016.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6925-80680-0039_445-123860-0022_3440-171006-0016.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6925-80680-0039_445-123860-0022_3440-171006-0016.wav,98600
1088-134318-0004_6078-54007-0035_2911-12359-0013,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1088-134318-0004_6078-54007-0035_2911-12359-0013.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1088-134318-0004_6078-54007-0035_2911-12359-0013.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1088-134318-0004_6078-54007-0035_2911-12359-0013.wav,36280
4267-287369-0003_5390-30096-0018_7148-82991-0032,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4267-287369-0003_5390-30096-0018_7148-82991-0032.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4267-287369-0003_5390-30096-0018_7148-82991-0032.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4267-287369-0003_5390-30096-0018_7148-82991-0032.wav,97680
248-130644-0012_2836-5354-0029_8580-287364-0000,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/248-130644-0012_2836-5354-0029_8580-287364-0000.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/248-130644-0012_2836-5354-0029_8580-287364-0000.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/248-130644-0012_2836-5354-0029_8580-287364-0000.wav,87760
4051-11218-0039_2007-149877-0050_1098-133695-0040,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4051-11218-0039_2007-149877-0050_1098-133695-0040.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4051-11218-0039_2007-149877-0050_1098-133695-0040.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4051-11218-0039_2007-149877-0050_1098-133695-0040.wav,30640
198-126831-0005_3526-176653-0026_887-123290-0002,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/198-126831-0005_3526-176653-0026_887-123290-0002.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/198-126831-0005_3526-176653-0026_887-123290-0002.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/198-126831-0005_3526-176653-0026_887-123290-0002.wav,101120
2518-154825-0056_8238-274553-0051_5652-19215-0026,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/2518-154825-0056_8238-274553-0051_5652-19215-0026.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/2518-154825-0056_8238-274553-0051_5652-19215-0026.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/2518-154825-0056_8238-274553-0051_5652-19215-0026.wav,27600
8014-112586-0010_4406-16882-0055_2092-145706-0009,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/8014-112586-0010_4406-16882-0055_2092-145706-0009.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/8014-112586-0010_4406-16882-0055_2092-145706-0009.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/8014-112586-0010_4406-16882-0055_2092-145706-0009.wav,93680
7178-34644-0013_302-123523-0037_7302-86815-0007,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/7178-34644-0013_302-123523-0037_7302-86815-0007.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/7178-34644-0013_302-123523-0037_7302-86815-0007.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/7178-34644-0013_302-123523-0037_7302-86815-0007.wav,54560
831-130739-0003_405-130894-0040_1926-147987-0002,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/831-130739-0003_405-130894-0040_1926-147987-0002.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/831-130739-0003_405-130894-0040_1926-147987-0002.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/831-130739-0003_405-130894-0040_1926-147987-0002.wav,82280
4051-11218-0054_1743-142913-0002_4362-15663-0022,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4051-11218-0054_1743-142913-0002_4362-15663-0022.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4051-11218-0054_1743-142913-0002_4362-15663-0022.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4051-11218-0054_1743-142913-0002_4362-15663-0022.wav,69800
446-123501-0021_1926-143879-0041_3168-173564-0020,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/446-123501-0021_1926-143879-0041_3168-173564-0020.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/446-123501-0021_1926-143879-0041_3168-173564-0020.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/446-123501-0021_1926-143879-0041_3168-173564-0020.wav,104520
1235-135887-0015_5163-18515-0024_78-369-0035,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1235-135887-0015_5163-18515-0024_78-369-0035.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1235-135887-0015_5163-18515-0024_78-369-0035.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1235-135887-0015_5163-18515-0024_78-369-0035.wav,87160
8238-274553-0027_2518-154825-0043_1069-133699-0024,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/8238-274553-0027_2518-154825-0043_1069-133699-0024.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/8238-274553-0027_2518-154825-0043_1069-133699-0024.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/8238-274553-0027_2518-154825-0043_1069-133699-0024.wav,98320
4051-11218-0030_4137-11701-0017_7505-83618-0017,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4051-11218-0030_4137-11701-0017_7505-83618-0017.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4051-11218-0030_4137-11701-0017_7505-83618-0017.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4051-11218-0030_4137-11701-0017_7505-83618-0017.wav,36160
8051-295385-0019_8324-286683-0037_4014-186175-0027,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/8051-295385-0019_8324-286683-0037_4014-186175-0027.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/8051-295385-0019_8324-286683-0037_4014-186175-0027.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/8051-295385-0019_8324-286683-0037_4014-186175-0027.wav,112560
6064-300880-0008_8580-287363-0029_3830-12535-0029,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6064-300880-0008_8580-287363-0029_3830-12535-0029.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6064-300880-0008_8580-287363-0029_3830-12535-0029.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6064-300880-0008_8580-287363-0029_3830-12535-0029.wav,120040
1116-132847-0035_39-121916-0028_1355-39947-0073,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1116-132847-0035_39-121916-0028_1355-39947-0073.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1116-132847-0035_39-121916-0028_1355-39947-0073.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1116-132847-0035_39-121916-0028_1355-39947-0073.wav,65680
3699-175950-0006_3723-171115-0042_4397-15668-0016,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/3699-175950-0006_3723-171115-0042_4397-15668-0016.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/3699-175950-0006_3723-171115-0042_4397-15668-0016.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/3699-175950-0006_3723-171115-0042_4397-15668-0016.wav,116160
6818-76332-0024_289-121665-0017_3240-131232-0029,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6818-76332-0024_289-121665-0017_3240-131232-0029.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6818-76332-0024_289-121665-0017_3240-131232-0029.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6818-76332-0024_289-121665-0017_3240-131232-0029.wav,105840
4267-72637-0024_32-4137-0027_8975-270782-0034,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4267-72637-0024_32-4137-0027_8975-270782-0034.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4267-72637-0024_32-4137-0027_8975-270782-0034.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4267-72637-0024_32-4137-0027_8975-270782-0034.wav,75800
328-129766-0089_302-123516-0007_7780-274562-0093,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/328-129766-0089_302-123516-0007_7780-274562-0093.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/328-129766-0089_302-123516-0007_7780-274562-0093.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/328-129766-0089_302-123516-0007_7780-274562-0093.wav,103200
3112-9555-0051_201-127786-0065_2196-170151-0012,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/3112-9555-0051_201-127786-0065_2196-170151-0012.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/3112-9555-0051_201-127786-0065_2196-170151-0012.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/3112-9555-0051_201-127786-0065_2196-170151-0012.wav,56320
8629-261139-0030_6367-74004-0014_1578-140049-0014,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/8629-261139-0030_6367-74004-0014_1578-140049-0014.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/8629-261139-0030_6367-74004-0014_1578-140049-0014.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/8629-261139-0030_6367-74004-0014_1578-140049-0014.wav,25400
374-180298-0060_103-1241-0022_8226-274371-0011,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/374-180298-0060_103-1241-0022_8226-274371-0011.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/374-180298-0060_103-1241-0022_8226-274371-0011.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/374-180298-0060_103-1241-0022_8226-274371-0011.wav,67801
587-54108-0055_1578-6379-0028_7302-86814-0003,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/587-54108-0055_1578-6379-0028_7302-86814-0003.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/587-54108-0055_1578-6379-0028_7302-86814-0003.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/587-54108-0055_1578-6379-0028_7302-86814-0003.wav,120360
78-368-0002_405-130895-0035_4018-103416-0038,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/78-368-0002_405-130895-0035_4018-103416-0038.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/78-368-0002_405-130895-0035_4018-103416-0038.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/78-368-0002_405-130895-0035_4018-103416-0038.wav,95520
8975-270782-0084_412-126975-0055_625-132118-0001,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/8975-270782-0084_412-126975-0055_625-132118-0001.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/8975-270782-0084_412-126975-0055_625-132118-0001.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/8975-270782-0084_412-126975-0055_625-132118-0001.wav,97760
307-127539-0010_2817-142371-0051_730-360-0033,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/307-127539-0010_2817-142371-0051_730-360-0033.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/307-127539-0010_2817-142371-0051_730-360-0033.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/307-127539-0010_2817-142371-0051_730-360-0033.wav,32200
887-123290-0023_4441-76263-0027_1743-142914-0018,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/887-123290-0023_4441-76263-0027_1743-142914-0018.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/887-123290-0023_4441-76263-0027_1743-142914-0018.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/887-123290-0023_4441-76263-0027_1743-142914-0018.wav,91120
4853-27671-0009_8095-274348-0004_5789-57195-0017,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/4853-27671-0009_8095-274348-0004_5789-57195-0017.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/4853-27671-0009_8095-274348-0004_5789-57195-0017.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/4853-27671-0009_8095-274348-0004_5789-57195-0017.wav,114040
6880-216547-0085_1963-147036-0006_60-121082-0077,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/6880-216547-0085_1963-147036-0006_60-121082-0077.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/6880-216547-0085_1963-147036-0006_60-121082-0077.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/6880-216547-0085_1963-147036-0006_60-121082-0077.wav,30280
7794-295948-0017_5789-70653-0009_5390-24512-0027,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/7794-295948-0017_5789-70653-0009_5390-24512-0027.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/7794-295948-0017_5789-70653-0009_5390-24512-0027.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/7794-295948-0017_5789-70653-0009_5390-24512-0027.wav,89480
1502-122619-0015_2289-152253-0010_2002-139469-0060,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1502-122619-0015_2289-152253-0010_2002-139469-0060.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1502-122619-0015_2289-152253-0010_2002-139469-0060.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1502-122619-0015_2289-152253-0010_2002-139469-0060.wav,36200
412-126975-0039_4137-11702-0055_3947-13262-0002,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/412-126975-0039_4137-11702-0055_3947-13262-0002.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/412-126975-0039_4137-11702-0055_3947-13262-0002.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/412-126975-0039_4137-11702-0055_3947-13262-0002.wav,85720
211-122442-0027_2384-152900-0029_8088-284756-0099,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/211-122442-0027_2384-152900-0029_8088-284756-0099.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/211-122442-0027_2384-152900-0029_8088-284756-0099.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/211-122442-0027_2384-152900-0029_8088-284756-0099.wav,25280
5688-41232-0039_2843-152918-0032_7794-295948-0007,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/5688-41232-0039_2843-152918-0032_7794-295948-0007.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/5688-41232-0039_2843-152918-0032_7794-295948-0007.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/5688-41232-0039_2843-152918-0032_7794-295948-0007.wav,104040
2391-145015-0057_87-121553-0089_8123-275216-0028,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/2391-145015-0057_87-121553-0089_8123-275216-0028.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/2391-145015-0057_87-121553-0089_8123-275216-0028.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/2391-145015-0057_87-121553-0089_8123-275216-0028.wav,56040
2007-149877-0035_1263-138246-0009_426-122822-0032,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/2007-149877-0035_1263-138246-0009_426-122822-0032.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/2007-149877-0035_1263-138246-0009_426-122822-0032.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/2007-149877-0035_1263-138246-0009_426-122822-0032.wav,103600
1743-142913-0018_4640-19187-0021_7113-86041-0033,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/1743-142913-0018_4640-19187-0021_7113-86041-0033.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/1743-142913-0018_4640-19187-0021_7113-86041-0033.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/1743-142913-0018_4640-19187-0021_7113-86041-0033.wav,111320
5808-54425-0042_1363-135842-0008_8324-286681-0011,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/5808-54425-0042_1363-135842-0008_8324-286681-0011.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/5808-54425-0042_1363-135842-0008_8324-286681-0011.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/5808-54425-0042_1363-135842-0008_8324-286681-0011.wav,26200
8088-284756-0040_4441-76262-0007_3664-11714-0002,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/8088-284756-0040_4441-76262-0007_3664-11714-0002.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/8088-284756-0040_4441-76262-0007_3664-11714-0002.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/8088-284756-0040_4441-76262-0007_3664-11714-0002.wav,73640
2764-36617-0030_6476-57446-0037_6272-70168-0033,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/mix_single/2764-36617-0030_6476-57446-0037_6272-70168-0033.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/s1/2764-36617-0030_6476-57446-0037_6272-70168-0033.wav,/mnt/sda-1/gzf/LibriMix-master/data/Libri3Mix/wav8k/min/train-100/noise/2764-36617-0030_6476-57446-0037_6272-70168-0033.wav,83080
