mixture_ID,source_1_SNR,source_2_SNR,source_3_SNR,noise_SNR
5652-39938-0037_6454-107462-0023_150-132655-0029,-4.015278364894242,-6.729229926760485,-2.9265944259934513,-5.897378422379418
3240-131231-0065_5514-19193-0020_289-121665-0036,-4.227442860857672,-0.42435092259755197,-7.066655791270245,-10.444428870498468
8238-283452-0014_6848-76049-0018_229-130880-0040,-4.813983772451159,0.8436199641250279,-9.070411121823321,-9.844632507833618
196-122152-0024_8747-293952-0078_5678-43302-0024,1.9587807691564085,-7.81478365156978,-7.403916269543707,-9.722368441487811
6367-65536-0050_4014-186179-0002_911-128684-0005,-4.778468110272521,-5.630677024687227,-5.271214143943757,-3.5914239342433376
1088-134315-0056_1246-124550-0001_7190-90543-0020,-2.4366854165761733,-4.864281346307571,-5.248953542839018,-7.215893018050316
6925-80680-0076_8975-270782-0090_4788-91208-0006,-6.715316881583791,-4.4066969160739,0.28104039034506245,-13.102314289675252
3436-172171-0057_6000-55211-0028_6818-68772-0023,-2.6167825114422563,-3.6561058387074667,-3.8973057878162325,-11.485138688798566
3436-172162-0030_4195-17507-0012_1088-129236-0026,-3.6251368108364024,-6.072612639179724,-7.547259926133433,-2.8233190315762964
5104-33406-0055_4362-15663-0056_1898-145724-0002,-3.555626903579172,-5.20051860023897,-9.173480552015803,-2.5920543803287845
1926-143879-0004_831-130746-0047_4088-158077-0017,-9.94676638181215,2.8150942967718873,-7.719950463002019,-9.50457899644641
5688-41232-0034_4160-11550-0021_3214-167607-0029,-10.653202679161646,-2.387210712319513,-1.1750874034467176,-8.642901669118057
1088-129236-0029_229-130880-0024_1455-138263-0000,-2.7922418907348074,-7.178443614135043,-4.190769413829244,-5.453989972350621
39-121916-0006_8238-274553-0003_332-128985-0046,-6.129052813195829,-0.9314399811749838,-7.029263335907174,-6.183222463326237
587-41611-0016_254-127705-0017_7800-283478-0010,-7.820099996915724,-3.8011443252860824,-1.2031075546471706,-8.098250666242008
4406-16882-0060_412-126975-0008_248-130644-0017,-3.1352623243989557,-4.691625933022274,-3.8794677695298714,-8.177850139855693
1246-124550-0023_5049-25947-0075_4481-17499-0009,-6.6257609398216255,-2.6171302719420266,-4.538282650831674,-5.918624083497437
8425-292520-0015_2007-132570-0038_5750-100289-0016,-7.51842677363642,-5.981184031039335,1.5119743285899887,-11.466934947543022
6209-34601-0018_4406-16882-0002_3699-19402-0012,-1.6234898162808855,-8.164196704271882,-3.8909778546872076,-6.764831001208039
298-126791-0030_332-128985-0018_2092-145709-0013,-0.8563406111713495,-10.254997722371826,-3.122526243017447,-7.9940540258846
5703-47198-0005_307-127535-0001_3242-67153-0029,-0.7301778234734325,-6.246914660233261,-6.76154642937608,-6.622618867150053
911-128684-0076_3242-67168-0012_7226-86965-0049,-6.600744724976969,-3.349570621268765,-1.8019864380251165,-9.469726001900813
6064-56168-0000_8975-270782-0024_3607-135982-0041,2.954212983073842,-11.19066810794563,-6.719643600765331,-9.981150442925918
5390-30102-0007_1926-147987-0030_5808-54425-0016,-6.194341757253074,-1.1510842115287419,-4.555614943165532,-8.91390416021144
730-358-0004_8629-261140-0020_8123-275209-0025,-0.8652576023718482,-3.663296864481616,-6.326378566304754,-11.536088862948988
1235-135883-0041_2989-138035-0012_5750-100289-0037,-3.0960899265283426,-5.624509119914007,-2.530921138994351,-10.293344618101514
89-219-0000_5750-100289-0006_8468-294887-0022,-2.566190204254848,-3.8440034093253184,-3.2991165668762297,-14.361511459081857
8747-293952-0027_3982-178459-0045_2007-132570-0045,-5.709546518727939,-0.9358928953038288,-6.023796504660712,-7.531473294847012
229-130880-0081_4813-248638-0004_4267-72637-0021,-6.068667906802634,-5.862945990733128,-1.38029664959965,-6.572386828149364
150-126107-0014_163-122947-0001_89-219-0048,0.5612823275798555,-5.92286425956673,-6.69373272463583,-10.183854629568192
201-122255-0026_8838-298545-0038_4441-76263-0018,-7.15148421106393,-6.889198173588142,-1.726382251418007,-4.423870357949335
4014-186175-0009_3240-131231-0040_1743-142914-0015,-7.220607603610823,-4.035899193493979,-3.1963151425514686,-5.165506347341077
250-142286-0013_2002-139469-0085_5561-41615-0040,-2.377688625796689,-1.471315630015328,-8.586876543290376,-9.885045404130528
254-27760-0019_2843-152918-0042_19-227-0025,-5.089319991943196,-5.724868265063126,-6.616216305109056,-2.204717239517177
1841-150351-0005_7635-105661-0003_7178-34644-0055,-8.651894387106767,-3.058595879755756,-0.534815479989394,-10.695771184342448
4137-11702-0007_7859-102518-0002_3857-182317-0009,-9.662783465400324,-3.227007190448034,-2.2657117950515935,-5.858850681871117
4267-78186-0015_4340-15220-0047_8238-274553-0034,-1.3787527434559554,-10.650274902238566,-6.221499996990527,-3.6124017258516554
7794-295947-0033_696-93314-0026_8063-274115-0017,-0.04241858637683817,-3.5661915872237726,-9.10465889910681,-10.475830535376893
2002-139469-0032_229-130880-0030_233-134440-0047,-9.285758025286293,0.6255409656643295,-7.093555201157265,-6.107010453275513
4898-28461-0020_4397-15666-0009_4441-76250-0007,-8.028674408657347,-1.2248243900173632,-1.8351493763169846,-13.947330443054081
5104-33407-0002_302-123516-0003_8629-261140-0029,-2.639601568796233,-7.026554163462651,-5.141090044023463,-4.784115119137723
4014-186179-0046_7517-100429-0001_322-124147-0077,-1.115401043486068,-0.3085491180216052,-13.174552304551277,-14.087566747789591
322-124146-0003_1455-134435-0064_8468-294887-0025,-11.303224353284168,-7.889859843003087,1.7933359102141513,-6.1690530827869425
1594-135914-0001_6925-80680-0019_60-121082-0019,-4.178108164105404,-2.328138931944107,-5.331141456816266,-8.104513783040716
7447-91186-0014_5192-19396-0019_5390-30102-0028,1.3733890928145436,-7.711249298172045,-5.753742552035508,-11.490054491746932
445-123857-0011_2436-2481-0021_289-121652-0007,12.574871426226714,-13.746270204456968,-23.082945348085524,-21.496072924236564
5390-30096-0023_196-122150-0013_6454-107462-0010,-0.38660628593539037,-6.143697209000375,-6.010630744434662,-8.557837453382389
6454-107462-0036_211-122442-0004_3374-298026-0014,-4.553389705095126,-3.3443429792338235,-7.113146778371718,-4.657197222336778
6925-80680-0056_2007-149877-0030_481-123720-0036,-0.11173279244840413,-6.096978759135606,-6.953876549895613,-7.806025737445788
2436-2477-0013_1263-138246-0015_7859-102519-0032,-4.83332770164152,-3.1143938350577165,-3.4907414091865685,-8.77462886407747
7367-86737-0027_3983-5371-0013_8095-274345-0005,-0.20133661724625188,-4.856539751753467,-6.9650792516046325,-9.757377147612837
83-9960-0035_4051-11217-0017_5339-14133-0051,-0.2087997639829588,-6.601495650963903,-4.356666982083317,-11.654545250798929
3723-171631-0004_5192-19396-0004_328-129766-0053,-3.6073528064458733,-1.5556729516278398,-4.856902554631373,-13.204376705423485
3699-19402-0000_3983-5331-0017_2514-149482-0084,-8.332997159415804,-3.883259023012795,-0.43023445458550696,-9.161727646209625
2691-156750-0028_7302-86815-0064_5390-30096-0002,-3.7710462266745726,-2.7179331230244768,-3.2749352073969566,-13.942601945538847
5652-39938-0028_311-124404-0120_6925-80680-0041,-6.530994662064273,-1.5083237812735708,-3.475964999242354,-9.600114860173255
6019-3185-0094_1263-141777-0027_5163-39921-0035,-3.0882343388953757,-3.4289360732754797,-5.26471117834655,-8.065041771758532
1334-135589-0024_233-134440-0053_5456-62043-0013,-6.576482657207836,2.022166260149398,-8.251133902091155,-11.194325743888589
4441-76263-0013_1088-134315-0009_2518-154826-0027,0.03774919597656828,-9.552132421425604,-4.67289539554676,-7.63746824652608
5192-19397-0012_1926-147987-0022_3168-173565-0032,-1.3073473791242023,-4.317264920291378,-11.099002975145108,-5.15704634343289
6209-34599-0016_2989-138028-0049_6476-57446-0005,-4.007003557539974,-1.092771285438898,-7.726294614381038,-8.191165103826467
1355-39947-0024_87-121553-0024_6818-76332-0049,-6.3917213693596056,-4.437445401361664,-5.414857412924894,-3.1786614939806075
2843-152918-0051_839-130898-0092_201-127786-0060,-8.639753939308779,-5.9392224765408885,2.3466373050560216,-13.38269203419513
909-131044-0018_1867-154071-0033_2391-145015-0107,-6.066380625379941,-7.477454579646605,0.4221528966681053,-8.285091017432888
302-123504-0034_7113-86041-0011_8629-261140-0048,-6.883626712530875,1.9196681206229687,-7.120085437608198,-12.28133131153452
7312-92432-0007_6019-3185-0009_1970-10594-0044,-3.509547765663648,-2.3107777774952196,-4.040636898055074,-13.525952626709735
6531-61334-0014_6078-54007-0037_2002-139469-0055,-7.07441514972902,-1.2372242345223115,-5.156893842442091,-6.8309909800448
3664-11714-0018_8419-286676-0023_226-131533-0013,0.8825898888310736,-6.572611002899578,-6.829243072175072,-9.737652438632976
2836-5354-0038_7302-86815-0033_403-128339-0043,-3.064750184532107,-1.6485496451159003,-8.043799477853952,-8.453244205008586
311-124404-0008_2910-131096-0051_6531-61334-0099,-5.473793863478475,-4.908288347725654,-2.256042216547939,-7.142472197495804
696-93314-0007_4214-7146-0076_5022-29405-0023,-3.2377711810847156,-7.519313401925922,-1.9171546540528228,-8.02467117726284
3664-178366-0036_911-130578-0007_5688-41232-0010,-0.3378380473918936,-4.102281135549727,-10.067738786460417,-7.646812491783079
322-124147-0061_3699-19401-0021_374-180299-0036,-2.338260130967626,-1.2713471741029276,-6.865892860432698,-14.067664943584568
4830-25898-0028_8465-246947-0016_2436-2481-0012,-5.425886234495811,-0.5038912273961328,-10.49227473109503,-5.396263237976737
3240-131231-0063_7190-90542-0049_6880-216547-0059,-5.5879393190323725,-3.3867715287631905,-5.406031153244908,-4.85089071754564
200-124139-0018_5867-48852-0014_6925-80680-0007,-1.5972175038866778,-6.4374650660774755,-3.18211835581746,-10.300322821891584
1116-132851-0002_201-127786-0006_3235-11599-0025,-8.073791439490222,-2.8201999392185635,-2.7465715862319717,-6.706068098918545
6078-54013-0061_1447-130550-0009_3235-28452-0027,-3.5255545380985778,-2.98142169208469,-6.601973214351626,-6.427170319222632
6209-34600-0022_2136-5147-0036_481-123720-0001,-3.7350237731419216,-1.6055913591380442,-5.186423944084389,-11.696985083324304
1743-142912-0030_3879-173592-0009_839-130898-0057,0.1181999235195357,-7.677779703096851,-5.018687566253639,-9.139125217456906
8465-246942-0024_4014-186179-0001_2002-139469-0010,-3.5398275903886933,-0.7815569478866958,-6.935113565810763,-11.061699543046188
481-123720-0032_254-127705-0027_1926-147979-0040,0.7399455460842519,-5.851653693287537,-6.083215431624947,-12.168948884873025
4853-27671-0040_2436-2477-0005_1455-134435-0019,1.4368708664041365,-4.495702608092854,-11.344074832536588,-10.044068245571205
1624-168623-0049_2289-152258-0011_1034-121119-0012,1.6599994974634509,-7.7875960033375025,-7.550852516580401,-8.491958410369321
3879-173592-0017_1081-125237-0100_7859-102518-0012,-8.098939942391564,0.5567325301425498,-5.031661551281925,-9.920501603276856
1363-139304-0035_7511-102419-0012_4088-158077-0066,-2.595840458463858,-3.598375359213686,-5.285538029090686,-8.895653373674456
7517-100442-0025_5393-19218-0033_6147-34605-0021,-3.576672960281883,0.003802153455177904,-8.25476632647498,-11.376714854690317
4297-13006-0026_311-124404-0085_40-222-0047,-5.751107126339226,-1.746714412699494,-10.088523287333096,-3.639399838351788
5750-100289-0052_1235-135883-0032_7859-102521-0005,-3.4359216579795033,-3.1572654574142476,-4.025200093934684,-12.463528513061203
5192-19397-0023_4680-16026-0025_7264-92314-0018,-2.6709444357931296,-5.548676848252683,-3.1362050484787307,-9.477629248932098
1992-141719-0014_2159-179156-0015_4051-11218-0020,-3.4295984071776813,-3.072533183717037,-9.64459442950606,-4.464392172884823
2989-138028-0029_78-368-0014_7447-91186-0033,-5.928096003300358,-7.259598373043822,1.6638271075261046,-13.052408785669261
7517-100442-0034_198-209-0037_911-128684-0009,-3.9632090106297744,-8.267885048211891,-4.83342169106629,-3.0270119262722477
8770-295465-0028_7067-76047-0030_233-134440-0033,-1.289380146867438,-4.182403136260052,-5.697789633989556,-10.3014757482915
7302-86815-0077_1502-122619-0050_4898-20016-0009,-2.9462884821018163,-7.150084671187956,-3.9841976263351055,-5.548243547516351
1263-138246-0010_5022-29405-0000_3240-131231-0033,-3.564602768368438,-5.919002686819913,-1.579715283072992,-10.923020312552218
3168-173565-0012_481-123720-0005_5339-14133-0056,0.5178325176186616,-5.361981682992956,-5.9489256342011725,-14.029716431720992
1455-138263-0055_3486-166424-0039_7402-90848-0023,-1.7276755030518722,-3.0101543309706575,-7.472083582839452,-8.952604118452735
7059-88364-0016_3699-19401-0015_8108-280359-0006,-6.4897916949227685,0.5038834727365237,-4.976737741556799,-13.152292850075206
403-126855-0025_8580-287364-0001_60-121082-0062,-2.6692843725789768,-1.4659825189100841,-8.868390599483211,-8.693995510612286
6209-34601-0006_4160-11549-0022_3486-166424-0058,-3.2505441212233723,-4.640751125161452,-1.9952732413475103,-14.178887603582314
460-172359-0017_103-1240-0036_8629-261139-0013,-2.5762164849430653,-10.146453606355925,-0.1919906601816005,-11.453920687987074
3436-172162-0029_6019-3185-0014_2436-2481-0031,-4.897537603482886,-7.393868888988812,-0.15014266040568744,-9.38765280346578
412-126975-0051_5750-100289-0014_7113-86041-0046,-6.1862765014411885,-4.561089672044455,-1.3531646055277027,-8.476479238267585
7113-86041-0063_8629-261140-0008_1455-138263-0006,-0.7245742342280239,-7.325404977156138,-8.366488369597478,-4.478644046113019
1867-154071-0029_5339-14133-0046_1743-142914-0010,-1.9234854134885806,-6.430236936042897,-2.887723154526038,-10.399600379163907
5750-100289-0024_4088-158079-0006_5022-29405-0006,-1.07852067385418,-7.471288719584603,-4.177968934928643,-8.156912082552791
1235-135883-0016_233-134440-0015_87-121553-0088,-1.7558451661007226,-2.0452429853748324,-6.850404671682089,-13.663843288502441
441-128988-0019_2764-36617-0037_4297-13006-0024,1.8274835902517168,-7.753610906448655,-6.83653980841219,-10.398307502626844
4481-17499-0036_3240-131231-0043_1553-140048-0006,-2.1224371135115727,-4.472716263866535,-3.8955250238357513,-11.773818147457876
1898-145724-0034_6529-62554-0014_26-496-0008,-5.7620516041231795,-1.0505941268065562,-6.72951843112224,-6.920679522429846
8312-279791-0012_403-126855-0006_839-130898-0085,-0.5134423052533701,-4.449873707799866,-5.960648616095618,-11.755493994505875
8797-294123-0090_5652-19215-0001_103-1240-0016,-6.892027373779907,-6.365068410605495,-4.675801931234616,-1.9756905789495205
3983-5331-0008_233-155990-0026_3168-173565-0051,0.22432763777172587,-9.060738060117774,-10.752387400011436,-3.697454332420974
3214-167606-0023_1723-141149-0079_4160-11550-0029,-8.14270749636935,-11.193024444764806,-0.41283609851206715,-3.2561736540165387
6078-54013-0035_1624-142933-0001_332-128985-0020,-6.413959133940924,-0.8840815433053519,-3.5450485552321402,-12.40151767206413
4214-7146-0058_6367-74004-0013_5778-12761-0001,-5.416636008105185,-0.32261548817278635,-9.069228035011234,-6.432203064446042
5322-7679-0035_1963-142776-0025_328-129766-0011,-5.2703603011357325,-8.444172371075249,-4.278541168090308,-2.235405354345395
7367-86737-0012_6385-220959-0006_5688-41232-0032,-4.939382713760906,-1.1838734975810496,-7.348186664236971,-6.933749530677317
7190-90542-0010_2817-142371-0000_8465-246942-0016,-2.718776311174531,-7.653011705875051,-3.56037374463909,-5.931331417587949
1246-124550-0027_7059-77900-0004_8425-287387-0030,-2.583031373841597,-9.658194555304222,-6.731829780385076,-2.310196074293446
4640-19189-0023_4340-15220-0100_5561-39621-0042,-1.7120487303548229,-3.2536502448065727,-9.987655326851009,-6.2207705600495355
6880-216547-0111_7780-274562-0062_6848-252322-0029,-2.4116363894311226,-6.138801912983336,-7.783066794057049,-3.7476979567854265
6272-70168-0032_2989-138028-0072_1624-168623-0039,-6.065564343898348,-2.63051079947787,-10.601515701896629,-2.267718346236396
7190-90543-0014_150-126112-0001_4267-72637-0009,0.48086835745248424,-8.631656434343435,-4.54085736198654,-9.912114023224067
6272-70171-0019_3240-131231-0016_3723-171631-0027,-9.446053292401178,-0.114275540013365,-3.2340794090325224,-10.493273959876262
669-129061-0056_26-495-0082_7190-90543-0039,-6.367309550836583,-2.8876626785797264,-1.3890129576107881,-13.443424822382807
5390-30096-0017_8419-293469-0001_2910-131096-0090,-1.4909763088820684,-6.589741842252109,-4.494558844698914,-8.157629672631918
3947-13262-0007_8468-294887-0028_7302-86814-0004,-3.7432226754270035,-1.3046959922195769,-8.388795133918993,-7.427847057875107
1867-154075-0013_201-122255-0032_311-124404-0114,-3.283198649490846,-8.48679924359326,-9.58681903366092,-0.744224093088123
254-27760-0023_4051-11217-0003_6818-76332-0017,-5.81503889563966,-3.0177121808012473,-2.4347598686043708,-9.416629498654762
1246-124548-0010_2691-156745-0040_1069-133709-0032,-0.5053901457969787,-4.928798883714588,-5.632359613495169,-11.064723618373177
2289-152258-0024_8063-274117-0031_1355-39947-0063,-6.055295233021737,-6.121579729916203,0.5975502389605516,-11.449866072148753
7264-92310-0019_587-54108-0015_7505-258964-0041,-6.906545780851956,-6.858639004446408,2.0357049610411657,-13.283496879486114
6437-66173-0030_1447-130552-0026_298-126791-0062,-2.1395641016948814,-1.8270067849887335,-6.557195048478405,-13.231738936899912
6078-54013-0073_3723-171631-0036_4018-107338-0032,-3.9319763334845668,-5.388282705650274,-2.7590609930033407,-7.997794832859308
5104-33407-0033_3214-167602-0007_669-129074-0016,-1.8598484271330276,-9.860073185879862,-1.8269921480796745,-8.899154147777825
3723-171115-0012_7226-86964-0045_4195-186236-0015,-4.700185526854139,-7.094503329422133,-4.39402834833775,-3.182524405681864
7517-100429-0019_7078-271888-0088_6836-61803-0006,0.6737207181882167,-6.494749901337935,-5.309624378023592,-12.774943332761703
1926-143879-0043_1088-129236-0025_8770-295463-0016,-3.559565043873953,-7.087036048480372,-6.432925708811492,-2.799118735853439
3436-172162-0039_8088-284756-0010_5339-14133-0039,-6.660388970015871,-4.682904440876725,-2.8023616355580567,-5.445850425204943
27-124992-0068_1355-39947-0086_4397-15678-0040,-6.638551927543176,-1.8496092862080424,-2.521476199555594,-11.130983285292187
2136-5143-0008_5322-7679-0018_3983-5331-0032,-2.7495318953949828,-3.4980807591760077,-7.089737449293139,-6.4725036387675985
7264-92316-0040_6385-34669-0028_4441-76263-0009,-1.5339325647306512,-10.58336828401887,-2.7613382937521846,-7.124229743476734
7059-77897-0001_298-126791-0019_6367-65536-0001,-2.684045890261138,-3.6610083576413137,-3.9417425869876057,-11.940438515093765
125-121342-0021_163-122947-0073_118-47824-0050,-8.056744468852726,-2.250339202879584,-1.4177934467089326,-11.407948739708765
5104-33407-0048_4898-28461-0025_6147-34607-0032,-5.973931748672588,1.562336221843509,-7.983211725525283,-11.516522240561784
1334-135589-0094_7226-86964-0057_3879-173592-0043,-2.5075242079918674,-9.859431469216725,-0.5397572134801375,-10.514401388597074
6476-96661-0000_7226-86965-0013_3242-8112-0007,-7.006446279859792,-2.5439915603573207,-2.2383037620734623,-9.374801659033475
200-126784-0005_40-222-0011_2007-149877-0059,-3.0807166793965655,-2.8610883606937194,-6.430658767999918,-7.80161889654341
302-123504-0024_2391-145015-0078_40-222-0038,-5.171670267846967,-6.571300769767589,0.6663672187410268,-12.9935526595461
196-122152-0028_696-92939-0000_8238-283452-0032,-3.4107934913547897,-2.9181559132517205,-4.038114128445583,-11.429210995987873
6209-34599-0033_1723-141149-0091_7367-86737-0038,-2.398339243495541,-7.052244831833994,-2.584979491732038,-8.795757908483377
1116-137572-0019_1502-122619-0046_40-121026-0032,-3.7274918784179443,-3.6469992269189975,-7.567834936981956,-4.716433896375448
328-129766-0003_2514-149482-0101_3982-178459-0062,-1.959990347283513,-5.433072948281266,-3.8237627458148618,-9.455932854208305
374-180298-0008_3240-131231-0085_1355-39947-0037,-2.899343355716363,-7.338571896656734,-5.874622916228698,-3.6862613761473364
32-21625-0000_374-180298-0049_2952-410-0008,-0.8940320391546845,-3.4423702723554346,-8.032157789092935,-9.308242430928733
3699-175950-0015_1098-133695-0030_8468-286673-0003,-6.392864656135958,-6.457842554142146,-1.633181891941591,-5.323948457212491
3440-171006-0001_4406-16882-0057_2691-156750-0003,0.462226620692015,-7.056962915647862,-6.48666483898176,-8.302356839202359
4014-186179-0024_4397-15666-0022_909-131045-0008,-6.719257474967215,0.5879964430638541,-4.877152178926056,-13.700650265315817
1553-140048-0005_2514-149482-0062_7800-283493-0013,-2.686415500594264,-7.064213322517188,-1.989357555217285,-9.683566803559224
89-218-0038_4441-76250-0015_669-129074-0013,-3.3858444673401085,-6.602590299601173,-3.244587955419773,-6.371616302844436
6385-34669-0027_2182-181173-0014_5750-35690-0013,-2.653422442691225,-3.4348170853645286,-6.337267214163921,-7.643707180374582
1363-135842-0022_1455-134435-0030_78-368-0051,4.575005952475578,-11.473250667562366,-7.511036088200957,-13.711606590712224
7059-77897-0009_3242-67168-0038_3879-174923-0028,-2.829861261651077,-3.6591245842420332,-3.4453644376422887,-13.05533918728442
6531-61334-0127_1455-134435-0028_4680-16042-0037,-9.246065785804852,0.7578530027295738,-5.145341668796383,-8.833203306908006
200-124139-0002_248-130652-0017_8226-274371-0052,-5.43858909888162,-9.220257189181048,-2.530340319672652,-3.4498700385797947
6836-61804-0027_7505-258958-0011_8098-278278-0036,-0.7795574201577975,-5.0923147989652495,-4.998864316222032,-11.37283102465598
6019-3185-0023_4898-20016-0038_426-122819-0001,-1.195559776088949,-6.285454353611729,-5.996357412785343,-6.797529628779668
2092-145706-0005_4853-27671-0002_1081-125237-0049,-8.5382073694972,-1.5314856564873707,-3.671616326535191,-6.9153554258986505
6367-74004-0032_2764-36616-0038_5561-41616-0020,-0.06297576513517496,-7.604783778537571,-7.330331060142078,-5.986641322780929
3168-173564-0006_3440-171006-0020_7780-274562-0017,-9.945509631345592,2.140308692252894,-6.086525371329085,-10.034424875925117
7859-102519-0012_8238-274553-0036_19-198-0005,-4.177725613591832,-5.3457486977954645,-4.704878825908024,-4.879180313266131
1246-124548-0032_4481-17499-0010_2136-5140-0040,-2.794245327038051,-2.8099146847596357,-4.556177245696708,-12.264698773203149
1594-135914-0099_302-123523-0006_5789-70653-0010,-4.913715378449458,-1.3750922093845321,-4.809640304841868,-10.477090086982919
2416-152139-0049_4088-158077-0010_3486-166446-0023,-3.038953529589528,-6.907679108371538,-3.561971548869998,-6.265868176212106
2092-145706-0038_8609-283227-0019_8238-283452-0004,-3.8443722694702394,-6.340277253697454,-2.3883670912648727,-7.289969077747358
426-122822-0012_7780-274562-0066_4397-15668-0014,-0.5792910794666799,-6.6232860551957895,-5.841885127210902,-8.096767071958716
441-128982-0030_6529-62556-0049_8797-294123-0014,-2.200659220741858,-8.142222702802247,-2.6341585867850954,-8.1074210549637
2092-145706-0032_4830-25898-0018_3112-9555-0040,-9.586251805158268,0.017786740495223625,-2.9543718855935985,-11.832138575716938
481-123720-0060_311-124404-0079_7780-274562-0027,-6.158843572131525,-4.08811707611892,-0.5989285035195956,-12.616373241613552
5561-41616-0005_83-11691-0041_3526-176653-0044,1.1209952187412648,-8.404173533431145,-7.321122297792517,-7.655987391170536
1034-121119-0026_3486-166424-0025_8108-280354-0010,-7.348736373006296,-2.8239349616180536,-1.7962361045909712,-9.021880457492594
198-126831-0048_32-21634-0005_1098-133695-0016,-2.813860317129964,-10.853577893463449,-0.6860336961784654,-8.60174372611753
6078-54007-0044_1502-122619-0027_1447-130551-0029,-2.6774645397985886,-1.6913343079726362,-5.9561029667618985,-13.506888761163198
3112-9555-0064_2159-179156-0003_2136-5147-0020,-2.57901381187906,-3.6731287144120865,-4.339345810688873,-11.148176069106203
7226-86965-0019_1867-154075-0024_2159-179154-0032,-5.996475880898434,-3.333099621958655,-5.935334525647377,-4.117894606705814
887-123289-0008_6531-61334-0081_8465-246947-0014,-3.8224118673805396,-10.065803925134322,-0.11691591553959747,-8.615167047287528
4859-26870-0018_3607-29116-0004_441-128982-0005,-2.4050220165874014,-5.5851380179760435,-4.446815284471157,-7.408902360668951
83-9960-0028_7264-92310-0020_5022-29411-0015,-7.314806589811708,-2.7335046940231846,-2.2349990137454414,-8.497837617231028
2002-139469-0021_909-131044-0004_27-123349-0040,-7.848196588504845,-5.942825452070185,-1.0097581434506224,-5.607798868772209
3807-4955-0004_8975-270782-0095_3830-12535-0014,0.9889753994666062,-9.243671295379595,-6.1432118563547355,-7.84407331799171
7226-86964-0034_3112-9555-0037_226-122538-0005,-0.8526591398022593,-1.893059372035621,-9.361758041428399,-12.771938033629716
39-121914-0054_8747-293952-0031_89-219-0047,-2.3491004435514244,-2.300454763875537,-10.373186367804248,-6.709080063673154
3214-167606-0030_2514-149482-0054_3240-131232-0015,-8.24916077140172,-1.015856948809741,-6.482989656632842,-4.894094159319906
150-126107-0011_7517-100442-0022_8425-246962-0001,-3.5793177044153768,-4.6948494068189195,-6.9261266844442515,-4.3153128057385555
3723-171115-0001_7113-86041-0036_211-122425-0072,-3.332917563918087,-1.935532299543718,-5.442568245937803,-11.582704511909165
5104-33406-0047_7511-102419-0029_8629-261140-0045,-4.6984379943071595,-4.359419716073852,-3.5650228399695134,-6.8086414537702735
1594-135914-0100_3214-167602-0022_7113-86041-0108,-0.6192090585716317,-4.786131634907368,-6.776816135421624,-8.986195953062902
4853-29413-0002_2136-5140-0013_1867-154075-0004,0.48432686484541043,-5.152248545489551,-8.849292999642467,-8.573899380567326
4640-19187-0040_4014-186175-0000_2817-142371-0035,-5.921721608013328,-3.2375709676748157,-2.2291716835068613,-9.622456298684266
445-123860-0017_2514-149482-0091_446-123501-0011,12.652059544347129,-16.863567807790687,-17.176584041412376,-18.986514107201657
4362-15663-0046_5390-30102-0018_4640-19188-0023,-2.2444389144194576,-1.5762878858457512,-9.845126485964391,-8.462754043075112
3982-182255-0027_6563-63821-0022_6078-54007-0030,-3.4732742121461504,-0.6346948321134259,-9.628536906078942,-8.233950562002022
8609-283227-0030_3947-13262-0012_5750-100289-0026,-13.056936829603265,-0.13903997837759902,-1.5809462452164336,-12.608520394074018
4788-91208-0020_1723-141149-0076_1334-135589-0059,0.11557949372287651,-9.19537622381338,-8.443821270205465,-4.440246147504362
4137-11701-0036_3607-29116-0040_6081-41998-0030,-5.593842959767881,-7.581990601521273,-1.4052737273083926,-5.67137237508017
8580-287364-0009_311-124404-0055_26-496-0011,-6.8018399326552395,-0.859167203921446,-5.307515352960541,-7.596624462675258
441-128988-0025_374-180298-0040_4195-186237-0005,-5.171920251656832,-4.895290458592764,-0.48237355290026207,-12.377385252247928
2136-5143-0027_7148-7763-0013_8630-305212-0014,1.5038747431293347,-8.550853936586801,-5.701722513800982,-10.652052879430713
1246-124548-0030_7800-283492-0018_4014-186175-0033,-1.900942889178522,-4.552637667182994,-5.203247335142639,-8.76068950031357
6880-216547-0028_1363-135842-0002_403-128339-0048,-10.206947771549384,2.2795267153444394,-4.9821538911406815,-12.874855842970005
1455-138263-0048_5104-33406-0022_8123-275209-0018,-5.2467744372031735,-1.6348847782476583,-3.54906774418183,-12.192259852366591
1081-125237-0089_2691-156750-0001_6818-76332-0025,-3.916910564889724,-4.348747693416634,-3.4655083441267505,-8.153256238562815
125-121124-0063_7190-90543-0007_403-128339-0018,-4.66234803452514,-8.63778751423493,0.8566728962755178,-10.999512137543462
7780-274562-0084_4788-91208-0023_2002-139469-0013,-6.61911637480122,-2.0424856094913673,-5.823170840177811,-5.210529222742915
6000-55211-0009_8468-294887-0016_307-127539-0029,-8.431557117975386,-2.0358437941838394,-0.8962257893533094,-13.717489645253098
201-127786-0081_5339-14133-0048_5652-39938-0023,-6.099788953651489,-1.0779869838476144,-5.47543785655486,-7.7069770514017755
1723-141149-0083_1455-138263-0033_426-122821-0018,-8.005545453131157,1.026506186607392,-6.246111389043609,-9.316057049808679
26-495-0068_6064-56168-0003_83-9960-0004,-9.734070612422943,-3.35518834875225,-1.2820663530791117,-7.193379440451734
